sentence,label
"sentence 1: Within three days the city was completely in Israeli hands, and in two weeks it was physically and administratively reunited.
sentence 2: There are no Israelis in Canada.",neutral
"sentence 1: A spokesman for fertility doctors suspects that ronsangels.com is really aimed at adolescent boys.
sentence 2: Ronsangels.com is a clearing house for discount makeup and nail polish.",contradiction
"sentence 1: The place also offers a terrific view.
sentence 2: A terrific view can be seen at the place.",entailment
"sentence 1: but i just couldn't see it you know going off and leaving everything like that
sentence 2: I felt that it was best to go off and leave everything like that.",contradiction
"sentence 1: Jordan had been outplayed by their Calbert Cheaney, a streaky player.
sentence 2: Jordan had once again conquered every challenger that would try to beat him.",contradiction
"sentence 1: 4Guidance for carrying out reviews of general and application controls is provided in the
sentence 2: The application controls are in place after a resolution was passed.",neutral
"sentence 1: Not serious enough to be permanently debilitating, not mild enough to shrug off in a day or two
sentence 2: The situation was easy to move on from.",contradiction
"sentence 1: Obviously, in domestic violence cases this is a major concern to us.
sentence 2: Domestic violence cases or not, this is never our concern.",contradiction
"sentence 1: the same patterns of behavior you mean yeah yeah
sentence 2: Yes, it is the same pattern of behavior and it is upsetting.",neutral
"sentence 1: We were able to report how long it took to get the phone answered, how long it took to get information, the consistency of information, and general helpfulness of the responding agent.
sentence 2: There is no way to find out the information.",contradiction
"sentence 1: The men work in the fields or at their boats, with older men at the kafeneion or coffee shop where the world is put to rights over a strong caf?? ellenikos.
sentence 2: Agriculture and boating are important parts of life.",entailment
"sentence 1: Both bars and cafes are places to have a mojito, daiquiri, or shot of ron (rum), smoke a Cohiba, and usually hear some live Cuban rhythms.
sentence 2: Bars and cafes serve mojito to both locals and foreigners alike.",neutral
"sentence 1: This does not do well for Lewinsky's credibility.
sentence 2: This did numbers for Lewinsky's credibility. ",contradiction
"sentence 1: Caravaggio contributes a typically disturbing canvas, an ugly Sleeping Cupid with intimations of death (Hall 32, Education of Jupiter).
sentence 2: Caravaggio made a painting about french fries.",contradiction
"sentence 1: That certain Kings reigned, and certain battles were fought, we can depend upon as true; but all the colouring, all the philosophy, of history is conjecture.
sentence 2: Historians are notoriously unreliable when it comes to recording unbiased accounts of their experience.",neutral
"sentence 1: That would do for a little extra cover- it was almost my size.
sentence 2: The tree was as big as I was.",neutral
"sentence 1: no i haven't either and i just uh it's not that far of a drive and i'm glad they did that um you're not missing anything at the Dallas renovated site it's not at all anything worth talking about
sentence 2: The Dallas renovated site is the highlight and should not be missed.",contradiction
"sentence 1: It also asks statement recipients to check their listed earnings to help correct errors and ensure benefits are correct when workers retire, become disabled, or die.
sentence 2: When workers retire, become disabled, or die they need to correct benefits beforehand.",neutral
"sentence 1: Kitano's Hindu temple, mosque, and synagogue add to the exotic appeal of this unusual area.
sentence 2: Mosques, Hindu temples, and Synagogues are not typical buildings in Japan.",neutral
"sentence 1: whether whether it is the main contributor or not it's uh you know i i think no one can doubt the fact that it is
sentence 2: It is very clear what the main contributor is.",neutral
"sentence 1: I don't see why we were jumped in the first place.
sentence 2: They were jumped and they were hurt.",neutral
"sentence 1: we we didn't have too good luck with it because the uh we had a couple of good real good wind storms and it really damaged the corn so we didn't get too much
sentence 2: The corn was protected during the wind storm.",contradiction
"sentence 1: You'll find herb and medicine shops, incense shops, chop makers' shops (makers of Chinese seals), and more.
sentence 2: There are medicine shops, incense shops and more to be found.  ",entailment
"sentence 1: Change in government saving represents tax revenue loss in first year due solely to tax deduction for IRA contribution.
sentence 2: The changes always represent tax revenue loss.",neutral
"sentence 1: She noted that research studies often attempt to control so many variables and follow up with patients so frequently that control groups receive so much attention focused on alcohol that it may constitute an
sentence 2: She observed that there were many variables in the research studies.",entailment
"sentence 1: we usually like to do is is go out and and have something that we normally don't have at home
sentence 2: We like going out and ordering only the food we eat at home.",contradiction
"sentence 1: yeah i don't think i uh i would have to say i probably didn't get to spend as much time as i would have liked to either uh however i did you know uh early on i was in the retail business and i worked late hours so i saw less of them then but then when i changed over and got into electronics industry i uh
sentence 2: I got to see moe of them when I changed over into the electronics industry.",neutral
"sentence 1:  Not all the slaves got up.
sentence 2: Some of the slaves did not get up because they were too tired.",neutral
